Job Title;Job Location;Company;Estimate Base Salary;Low Estimate;High Estimate;Company Size;Company Type;Company Sector;Company Founded;Company Industry;Company Revenue;Company Rating;Company Friend Recommendation;Company CEO Approval;Company Number of Rater;Company Career Opportunities;Compensation and Benefits;Company Culture and Values;Company Senior Management;Company Work Life Balance;Country;State;python_yn;r_yn;sql_yn;java_yn;julia_yn;scala_yn;c_yn;c++_yn;javascript_yn;spark_yn;hadoop_yn;matlab_yn;sas_yn;git_yn;excel_yn;nosql_yn;aws_yn;mongodb_yn;cassandra_yn;hive_yn;bigml_yn;tableau_yn;powerbi_yn;nlp_yn;pytorch_yn;tensorflow_yn;mathematic_yn;statistic_yn
Content Specialist;Sydney;Bupa;102470;70000;150000;10000+ Employees;Company - Private;Healthcare;1947.0;Healthcare Services & Hospitals;$5 to $10 billion (USD);3.7;71.0;69.0;100.0;3.4;3.4;3.7;3.3;3.7;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Paddington;Nissan;128452;110000;150000;10000+ Employees;Subsidiary or Business Segment;Manufacturing;1949.0;Transportation Equipment Manufacturing;$5 to $10 billion (USD);3.6;73.0;57.0;150.0;3.4;3.7;3.3;3.1;3.1;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Data Analyst;Sydney;Accedo;97734;78000;123000;501 to 1000 Employees;Company - Private;Information Technology;2004.0;Information Technology Support Services;$50 to $100 million (USD);4.4;92.0;94.0;84.0;3.9;3.7;4.3;3.8;4.3;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
Data Scientist;Sydney;MALTEM Australia;170000;170000;170000;1001 to 5000 Employees;Company - Private;Management & Consulting;2001.0;Business Consulting;$50 to $100 million (USD);3.8;76.0;75.0;52.0;3.9;3.7;3.6;3.6;3.9;Australia;New South Wales;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
Data Scientist;Bella Vista;Big W;105365;88000;126000;10000+ Employees;Subsidiary or Business Segment;Retail & Wholesale;1964.0;Department, Clothing & Shoe Stores;$2 to $5 billion (USD);3.7;70.0;75.0;138.0;3.0;3.3;3.4;3.2;3.7;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Sydney;Hearts & Science;50400;40000;64000;1001 to 5000 Employees;Company - Public;Media & Communication;2015.0;Advertising & Public Relations;$2 to $5 billion (USD);3.4;53.0;72.0;25.0;3.4;3.1;3.5;3.1;2.9;Australia;New South Wales;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Graduate Research Fellow;Sydney;CSIRO;90951;88000;94000;5001 to 10000 Employees;Government;Government & Public Administration;1926.0;National Services & Agencies;$500 million to $1 billion (USD);3.8;68.0;58.0;145.0;3.4;3.4;3.5;3.0;4.1;Australia;New South Wales;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Sydney;Nearmap;134360;101000;179000;201 to 500 Employees;Company - Public;Information Technology;2007.0;Computer Hardware Development;Unknown / Non-Applicable;3.7;65.0;76.0;98.0;3.6;3.7;3.7;3.5;4.0;Australia;New South Wales;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Graduate Research Fellow;Sydney;CSIRO;90951;88000;94000;5001 to 10000 Employees;Government;Government & Public Administration;1926.0;National Services & Agencies;$500 million to $1 billion (USD);3.8;68.0;58.0;145.0;3.4;3.4;3.5;3.0;4.1;Australia;New South Wales;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Technical Fellow, Job Seeker;Australia;Indeed;295000;241000;349000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Technical Fellow, Job Seeker;Australia;Indeed;295000;241000;349000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Graduate Data Scientist;North Shore;UGL Limited;116841;97000;141000;5001 to 10000 Employees;Subsidiary or Business Segment;Construction, Repair & Maintenance Services;1984.0;Construction;Unknown / Non-Applicable;3.8;79.0;73.0;52.0;3.5;3.6;3.5;3.2;3.4;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Product Manager;Sydney;Indeed;209000;171000;247000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
Associate Research Assistant;Sydney;University of New South Wales;102500;98000;107000;1001 to 5000 Employees;College / University;Education;1949.0;Colleges & Universities;Unknown / Non-Applicable;4.2;89.0;77.9;0.0;3.7;4.2;4.1;3.8;4.2;Australia;New South Wales;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Associate Engineer;Sydney;Commonwealth Bank;144914;120000;175000;10000+ Employees;Company - Public;Finance;1911.0;Banking & Lending;$5 to $10 billion (USD);4.1;85.0;90.0;1603.0;4.0;3.8;4.1;3.7;4.0;Australia;New South Wales;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senior Product Manager;Sydney;Indeed;209000;171000;247000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
Data Scientist;Paddington;Nissan;128452;110000;150000;10000+ Employees;Subsidiary or Business Segment;Manufacturing;1949.0;Transportation Equipment Manufacturing;$5 to $10 billion (USD);3.6;73.0;57.0;150.0;3.4;3.7;3.3;3.1;3.1;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Data Scientist;Sydney;VGW;149287;134000;167000;501 to 1000 Employees;Company - Private;Information Technology;2010.0;Internet & Web Services;Unknown / Non-Applicable;4.0;77.0;93.0;80.0;3.9;3.9;4.1;3.8;4.2;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
Data Scientist;Sydney;MALTEM Australia;170000;170000;170000;1001 to 5000 Employees;Company - Private;Management & Consulting;2001.0;Business Consulting;$50 to $100 million (USD);3.8;76.0;75.0;52.0;3.9;3.7;3.6;3.6;3.9;Australia;New South Wales;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
Senior Risk Analyst;Sydney;ANZ Banking Group;93374;87000;100000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;85.0;86.0;1596.0;3.9;3.7;4.1;3.7;4.0;Australia;New South Wales;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Data Analyst;Sydney;Hearts & Science;50400;40000;64000;1001 to 5000 Employees;Company - Public;Media & Communication;2015.0;Advertising & Public Relations;$2 to $5 billion (USD);3.4;53.0;72.0;25.0;3.4;3.1;3.5;3.1;2.9;Australia;New South Wales;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Graduate IT Support Analyst;Sydney;Give A Grad A Go;68000;68000;68000;1 to 50 Employees;Company - Private;Human Resources & Staffing;2009.0;HR Consulting;$1 to $5 million (USD);4.8;95.0;95.0;17.0;4.6;4.5;4.7;4.7;4.7;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Technical Product Manager;Sydney;Indeed;151000;123000;179000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
Data Center Technician;Sydney;IBM;74174;69000;80000;10000+ Employees;Company - Public;Information Technology;1911.0;Information Technology Support Services;$10+ billion (USD);4.1;84.0;85.0;9121.0;4.0;3.5;4.1;3.6;4.1;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Systems Administrator;North Sydney;Rotor Studios;94107;66000;122000;51 to 200 Employees;Company - Private;Media & Communication;1998.0;Publishing;Unknown / Non-Applicable;3.9;74.0;88.0;18.0;3.8;3.7;4.0;3.7;3.8;Australia;New South Wales;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Sydney;PLAYGROUND XYZ;122107;107000;140000;51 to 200 Employees;Company - Private;Media & Communication;2015.0;Advertising & Public Relations;$25 to $50 million (USD);4.7;93.0;77.9;0.0;4.8;4.5;4.9;4.7;4.7;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Graduate Technology Associate;Sydney;Infosys;72675;62000;85000;5001 to 10000 Employees;Company - Public;Information Technology;1981.0;Information Technology Support Services;$10+ billion (USD);3.8;79.0;88.0;19272.0;3.8;3.0;4.0;3.5;3.7;Australia;New South Wales;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Sydney;Commonwealth Bank;102762;88000;120000;10000+ Employees;Company - Public;Finance;1911.0;Banking & Lending;$5 to $10 billion (USD);4.1;85.0;90.0;1603.0;4.0;3.8;4.1;3.7;4.0;Australia;New South Wales;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Junior IT Support Analyst;Sydney;Give A Grad A Go;68000;68000;68000;1 to 50 Employees;Company - Private;Human Resources & Staffing;2009.0;HR Consulting;$1 to $5 million (USD);4.8;95.0;95.0;17.0;4.6;4.5;4.7;4.7;4.7;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Research Analyst;Sydney;Aon;70569;62000;80000;10000+ Employees;Company - Public;Insurance;1892.0;Insurance Agencies & Brokerages;$10+ billion (USD);3.9;79.0;86.0;2330.0;3.7;3.5;3.9;3.6;3.7;Australia;New South Wales;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Machine Learning Engineer;Sydney;Deloitte;99800;80000;125000;10000+ Employees;Company - Private;Finance;1850.0;Accounting & Tax;$10+ billion (USD);4.0;82.0;87.0;10725.0;4.1;3.6;4.0;3.7;3.2;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
IT Support Analyst;Sydney;Give A Grad A Go;68000;68000;68000;1 to 50 Employees;Company - Private;Human Resources & Staffing;2009.0;HR Consulting;$1 to $5 million (USD);4.8;95.0;95.0;17.0;4.6;4.5;4.7;4.7;4.7;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Engineer;Sydney;Give A Grad A Go;68000;68000;68000;1 to 50 Employees;Company - Private;Human Resources & Staffing;2009.0;HR Consulting;$1 to $5 million (USD);4.8;95.0;95.0;17.0;4.6;4.5;4.7;4.7;4.7;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IT Support Analyst;Sydney;Give A Grad A Go;68000;68000;68000;1 to 50 Employees;Company - Private;Human Resources & Staffing;2009.0;HR Consulting;$1 to $5 million (USD);4.8;95.0;95.0;17.0;4.6;4.5;4.7;4.7;4.7;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Engineer;Sydney;AMP Limited;155763;140000;173000;5001 to 10000 Employees;Company - Public;Finance;1849.0;Investment & Asset Management;$5 to $10 billion (USD);4.1;85.0;90.0;1603.0;3.0;3.1;3.2;2.7;3.9;Australia;New South Wales;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Sydney;APRA - Australian Prudential Regulation Authority;129075;116000;144000;501 to 1000 Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;$100 to $500 million (USD);3.8;56.0;77.9;0.0;2.9;3.6;3.7;3.4;4.4;Australia;New South Wales;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Data Scientist;Sydney;Kaplan Australia;120181;100000;144000;10000+ Employees;Subsidiary or Business Segment;Education;1938.0;Education Support & Training Services;$2 to $5 billion (USD);3.6;61.0;75.0;241.0;3.2;3.2;3.6;3.3;3.6;Australia;New South Wales;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Graduate Data Scientist;North Shore;UGL Limited;116841;97000;141000;5001 to 10000 Employees;Subsidiary or Business Segment;Construction, Repair & Maintenance Services;1984.0;Construction;Unknown / Non-Applicable;3.8;79.0;73.0;52.0;3.5;3.6;3.5;3.2;3.4;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Compliance Officer;Newcastle;University of Newcastle;86983;83000;91000;5001 to 10000 Employees;College / University;Education;1965.0;Colleges & Universities;$500 million to $1 billion (USD);4.2;85.0;75.0;33.0;3.8;3.9;4.2;3.7;4.1;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Junior Trader;Wollongong;Tibra Capital;115000;115000;115000;1 to 50 Employees;Company - Private;Finance;2006.0;Investment & Asset Management;Unknown / Non-Applicable;3.1;38.0;36.0;15.0;2.7;2.8;2.5;2.4;2.7;Australia;New South Wales;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Data Scientist;Sydney;Aon;84429;68000;104000;10000+ Employees;Company - Public;Insurance;1892.0;Insurance Agencies & Brokerages;$10+ billion (USD);4.3;87.0;93.0;3514.0;3.7;3.5;3.9;3.6;3.7;Australia;New South Wales;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
Data Scientist;Sydney;Lion;89582;75000;107000;5001 to 10000 Employees;Company - Private;Manufacturing;1949.0;Food & Beverage Manufacturing;$2 to $5 billion (USD);4.3;90.0;93.0;2293.0;3.7;3.9;3.9;3.6;4.0;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
QC Analyst;Sydney;Worldline;60448;58000;63000;10000+ Employees;Company - Private;Finance;2004.0;Financial Transaction Processing;$5 to $10 billion (USD);3.6;76.0;71.0;229.0;3.5;3.1;3.5;3.2;3.9;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Associate Research Assistant;Sydney;University of New South Wales;102500;98000;107000;1001 to 5000 Employees;College / University;Education;1949.0;Colleges & Universities;Unknown / Non-Applicable;4.2;89.0;77.9;0.0;3.7;4.2;4.1;3.8;4.2;Australia;New South Wales;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Data Analyst;Sydney;Optus;95247;72000;126000;5001 to 10000 Employees;Subsidiary or Business Segment;Telecommunications;1992.0;Cable, Internet & Telephone Providers;$2 to $5 billion (USD);3.8;77.0;81.0;274.0;3.5;3.6;3.8;3.2;3.7;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Machine Learning Engineer;Sydney;Accenture;107108;90000;127000;10000+ Employees;Company - Public;Management & Consulting;1989.0;Business Consulting;$10+ billion (USD);3.9;76.0;85.0;245.0;4.0;3.4;3.8;3.4;3.2;Australia;New South Wales;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1
Data Scientist;Paddington;Nissan;128452;110000;150000;10000+ Employees;Subsidiary or Business Segment;Manufacturing;1949.0;Transportation Equipment Manufacturing;$5 to $10 billion (USD);3.6;73.0;57.0;150.0;3.4;3.7;3.3;3.1;3.1;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Junior BI Engineer;Sydney;Stockland;132761;122000;144000;1001 to 5000 Employees;Company - Public;Real Estate;1949.0;Real Estate;$2 to $5 billion (USD);4.0;81.0;78.0;57.0;3.7;3.5;4.2;3.9;4.2;Australia;New South Wales;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Business Analyst;Sydney;Samsung Electronics;83427;58000;120000;1001 to 5000 Employees;Subsidiary or Business Segment;Information Technology;1938.0;Computer Hardware Development;$10+ billion (USD);3.4;57.0;60.0;108.0;3.1;3.8;3.0;2.9;2.7;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Sydney;MALTEM Australia;170000;170000;170000;1001 to 5000 Employees;Company - Private;Management & Consulting;2001.0;Business Consulting;$50 to $100 million (USD);3.8;76.0;75.0;52.0;3.9;3.7;3.6;3.6;3.9;Australia;New South Wales;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
Data Analyst;Sydney;Aginic;87042;73000;105000;51 to 200 Employees;Company - Private;Management & Consulting;2014.0;Business Consulting;Unknown / Non-Applicable;3.5;70.0;77.9;0.0;3.4;3.4;4.0;3.3;4.0;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Sydney;Hearts & Science;50400;40000;64000;1001 to 5000 Employees;Company - Public;Media & Communication;2015.0;Advertising & Public Relations;$2 to $5 billion (USD);3.4;53.0;72.0;25.0;3.4;3.1;3.5;3.1;2.9;Australia;New South Wales;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Research Assistant;Sydney;University of New South Wales;99348;94000;105000;1001 to 5000 Employees;College / University;Education;1949.0;Colleges & Universities;Unknown / Non-Applicable;4.2;89.0;77.9;0.0;3.7;4.2;4.1;3.8;4.2;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Graduate Research Fellow;Sydney;CSIRO;90951;88000;94000;5001 to 10000 Employees;Government;Government & Public Administration;1926.0;National Services & Agencies;$500 million to $1 billion (USD);3.8;68.0;58.0;145.0;3.4;3.4;3.5;3.0;4.1;Australia;New South Wales;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Sydney;Australian Prudential Regulation Authority (APRA);129075;116000;144000;501 to 1000 Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;$100 to $500 million (USD);3.8;56.0;77.9;0.0;2.9;3.6;3.7;3.4;4.4;Australia;New South Wales;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Associate Engineer;Sydney;Commonwealth Bank;144914;120000;175000;10000+ Employees;Company - Public;Finance;1911.0;Banking & Lending;$5 to $10 billion (USD);4.1;85.0;90.0;1603.0;4.0;3.8;4.1;3.7;4.0;Australia;New South Wales;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Associate Engineer;Sydney;Commonwealth Bank;144914;120000;175000;10000+ Employees;Company - Public;Finance;1911.0;Banking & Lending;$5 to $10 billion (USD);4.1;85.0;90.0;1603.0;4.0;3.8;4.1;3.7;4.0;Australia;New South Wales;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Sydney;VGW;149287;134000;167000;501 to 1000 Employees;Company - Private;Information Technology;2010.0;Internet & Web Services;Unknown / Non-Applicable;4.0;77.0;93.0;80.0;3.9;3.9;4.1;3.8;4.2;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
Data Scientist;Sydney;VGW;149287;134000;167000;501 to 1000 Employees;Company - Private;Information Technology;2010.0;Internet & Web Services;Unknown / Non-Applicable;4.0;77.0;93.0;80.0;3.9;3.9;4.1;3.8;4.2;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
Associate Engineer;Sydney;Commonwealth Bank;144914;120000;175000;10000+ Employees;Company - Public;Finance;1911.0;Banking & Lending;$5 to $10 billion (USD);4.1;85.0;90.0;1603.0;4.0;3.8;4.1;3.7;4.0;Australia;New South Wales;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Associate Engineer;Sydney;Commonwealth Bank;144914;120000;175000;10000+ Employees;Company - Public;Finance;1911.0;Banking & Lending;$5 to $10 billion (USD);4.1;85.0;90.0;1603.0;4.0;3.8;4.1;3.7;4.0;Australia;New South Wales;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Sydney;VGW;149287;134000;167000;501 to 1000 Employees;Company - Private;Information Technology;2010.0;Internet & Web Services;Unknown / Non-Applicable;4.0;77.0;93.0;80.0;3.9;3.9;4.1;3.8;4.2;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
Data Scientist;Sydney;VGW;149287;134000;167000;501 to 1000 Employees;Company - Private;Information Technology;2010.0;Internet & Web Services;Unknown / Non-Applicable;4.0;77.0;93.0;80.0;3.9;3.9;4.1;3.8;4.2;Australia;New South Wales;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
Software Engineer;Australia;Indeed;212000;173000;251000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Software Engineer;Australia;Indeed;212000;173000;251000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Software Engineer;Australia;Indeed;212000;173000;251000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Technical Product Manager;Sydney;Indeed;151000;123000;179000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
Technical Product Manager;Sydney;Indeed;151000;123000;179000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
Systems Administrator;North Sydney;Rotor Studios;94107;66000;122000;51 to 200 Employees;Company - Private;Media & Communication;1998.0;Publishing;Unknown / Non-Applicable;3.9;74.0;88.0;18.0;3.8;3.7;4.0;3.7;3.8;Australia;New South Wales;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Systems Administrator;North Sydney;Rotor Studios;94107;66000;122000;51 to 200 Employees;Company - Private;Media & Communication;1998.0;Publishing;Unknown / Non-Applicable;3.9;74.0;88.0;18.0;3.8;3.7;4.0;3.7;3.8;Australia;New South Wales;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Technical Product Manager;Sydney;Indeed;151000;123000;179000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
Technical Product Manager;Sydney;Indeed;151000;123000;179000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;New South Wales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
Graduate Technology Associate;Sydney;Infosys;72675;62000;85000;5001 to 10000 Employees;Company - Public;Information Technology;1981.0;Information Technology Support Services;$10+ billion (USD);3.8;79.0;88.0;19272.0;3.8;3.0;4.0;3.5;3.7;Australia;New South Wales;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Graduate Technology Associate;Sydney;Infosys;72675;62000;85000;5001 to 10000 Employees;Company - Public;Information Technology;1981.0;Information Technology Support Services;$10+ billion (USD);3.8;79.0;88.0;19272.0;3.8;3.0;4.0;3.5;3.7;Australia;New South Wales;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
